"Numéro cde";"Numéro facture";"Date facture";"Total TTC";"Total HT";TVA;Statut;payment
22460;21603;19/04/2025;31.450000;28.990000;2.460000;Expédié;PayPal
22461;21604;19/04/2025;44.900000;43.740000;1.160000;Expédié;PayPal
22462;21605;19/04/2025;57.900000;57.370000;0.530000;Expédié;PayPal
22463;21606;19/04/2025;39.900000;37.700000;2.200000;Expédié;"Card via Stripe"
22464;21607;19/04/2025;33.750000;33.750000;0.000000;Expédié;"Link via Stripe"
22465;21608;19/04/2025;44.900000;43.740000;1.160000;Expédié;"Card via Stripe"
22467;21609;20/04/2025;54.000000;51.070000;2.930000;Expédié;PayPal
22468;21610;20/04/2025;37.850000;35.080000;2.770000;Expédié;"Link via Stripe"
22469;21611;20/04/2025;22.550000;20.580000;1.970000;Expédié;"Card via Stripe"
22470;21612;20/04/2025;6.950000;5.790000;1.160000;Expédié;"Card via Stripe"
22471;21613;21/04/2025;65.700000;62.150000;3.550000;Expédié;"Link via Stripe"
22472;21614;21/04/2025;53.700000;50.780000;2.920000;Expédié;"Link via Stripe"
22474;21615;22/04/2025;25.850000;23.700000;2.150000;Expédié;"Card via Stripe"
22475;21616;22/04/2025;0.000000;0.000000;0.000000;Expédié;Virement
